name,genre,released,score,star,country,budget,gross,star2,star3
A Star Is Born,Drama,"October 5, 2018 (United States)",7.6,Lady Gaga,United States,36000000,436188866,Joaquin Phoenix,Daniel Day-Lewis
Mamma Mia! Here We Go Again,Comedy,"July 20, 2018 (United States)",6.6,Lily James,United Kingdom,75000000,395618157,Kate Winslet,Morgan Freeman
Death Wish,Action,"March 2, 2018 (United States)",6.3,Bruce Willis,United States,30000000,49562710,Michael Fassbender,Charlize Theron
Instant Family,Comedy,"November 16, 2018 (United States)",7.3,Mark Wahlberg,United States,48000000,120556201,Ryan Gosling,Meryl Streep
Jurassic World: Fallen Kingdom,Action,"June 22, 2018 (United States)",6.2,Chris Pratt,United States,170000000,1310466296,Rachel McAdams,Kate Winslet
Eighth Grade,Comedy,"August 3, 2018 (United States)",7.4,Elsie Fisher,United States,2000000,14347433,Lupita Nyong'o,Kate Winslet
Ocean's Eight,Action,"June 8, 2018 (United States)",6.3,Sandra Bullock,United States,70000000,297718711,Nicole Kidman,Colin Firth
Suspiria,Fantasy,"November 2, 2018 (United States)",6.7,Chloë Grace Moretz,Italy,20000000,7942093,Helen Mirren,Scarlett Johansson
The Favourite,Biography,"December 21, 2018 (United States)",7.5,Olivia Colman,Ireland,15000000,95918706,Leonardo DiCaprio,Cate Blanchett
The Meg,Action,"August 10, 2018 (United States)",5.6,Jason Statham,United States,130000000,530259473,Brad Pitt,Julia Roberts
Mandy,Horror,"September 14, 2018 (United States)",6.5,Nicolas Cage,United Kingdom,6000000,1555203,Johnny Depp,Rachel McAdams
Sicario: Day of the Soldado,Action,"June 29, 2018 (United States)",7.1,Benicio Del Toro,United States,35000000,75837743,Marion Cotillard,Hugh Jackman
Fifty Shades Freed,Drama,"February 9, 2018 (United States)",4.5,Dakota Johnson,United States,55000000,371987838,Denzel Washington,Mark Ruffalo
Halloween,Crime,"October 19, 2018 (United States)",6.5,Jamie Lee Curtis,United States,10000000,255614941,Christian Bale,Ryan Gosling
Incredibles 2,Animation,"June 15, 2018 (United States)",7.6,Craig T. Nelson,United States,200000000,1244639527,Brad Pitt,Jake Gyllenhaal
The First Purge,Action,"July 4, 2018 (United States)",5.2,Y'lan Noel,United States,13000000,137056262,Viola Davis,Jake Gyllenhaal
Ophelia,Drama,"June 28, 2019 (United States)",6.6,Daisy Ridley,United Kingdom,12000000,242115,Daniel Day-Lewis,Hugh Jackman
The Nun,Horror,"September 7, 2018 (United States)",5.3,Demián Bichir,United States,22000000,365551694,Angelina Jolie,Brad Pitt
The Equalizer 2,Action,"July 20, 2018 (United States)",6.7,Denzel Washington,United States,62000000,190400157,Saoirse Ronan,Tom Hanks
The Commuter,Action,"January 12, 2018 (United States)",6.3,Liam Neeson,United States,30000000,119942387,Reese Witherspoon,Tom Hanks
Game Night,Action,"February 23, 2018 (United States)",6.9,Jason Bateman,United States,37000000,117679066,Julia Roberts,Benedict Cumberbatch
Tag,Action,"June 15, 2018 (United States)",6.5,Jeremy Renner,United States,28000000,78130625,Mark Ruffalo,Michael Fassbender
The Hate U Give,Crime,"October 19, 2018 (United States)",7.5,Amandla Stenberg,United States,23000000,34934009,Ryan Gosling,Anne Hathaway
Bad Times at the El Royale,Crime,"October 12, 2018 (United States)",7.1,Jeff Bridges,United States,32000000,31882724,George Clooney,Benedict Cumberbatch
Fantastic Beasts: The Crimes of Grindelwald,Adventure,"November 16, 2018 (United States)",6.5,Eddie Redmayne,United Kingdom,200000000,654855901,Jennifer Lawrence,Kate Winslet
Hunter Killer,Action,"October 26, 2018 (United States)",6.6,Gerard Butler,United Kingdom,40000000,31676128,Kate Winslet,Javier Bardem
The Mule,Crime,"December 14, 2018 (United States)",7.0,Clint Eastwood,United States,50000000,174804407,Angelina Jolie,Julia Roberts
Robin Hood,Action,"November 21, 2018 (United States)",5.3,Taron Egerton,United States,100000000,86493046,Marion Cotillard,Christian Bale
Beautiful Boy,Biography,"October 25, 2018 (Israel)",7.3,Steve Carell,United States,25000000,16636604,Mark Ruffalo,Benedict Cumberbatch
Capharnaüm,Drama,"September 20, 2018 (Lebanon)",8.4,Zain Al Rafeea,Lebanon,4000000,64417003,Brad Pitt,Rachel McAdams
Adrift,Action,"June 1, 2018 (United States)",6.6,Shailene Woodley,Hong Kong,35000000,59945012,Colin Firth,Morgan Freeman
"Love, Simon",Comedy,"March 16, 2018 (United States)",7.6,Nick Robinson,United States,17000000,66316289,Christian Bale,Meryl Streep
Mary Poppins Returns,Comedy,"December 19, 2018 (United States)",6.7,Emily Blunt,United States,130000000,349546142,Javier Bardem,Natalie Portman
Bumblebee,Action,"December 21, 2018 (United States)",6.7,Hailee Steinfeld,China,135000000,467989645,Anne Hathaway,Javier Bardem
Vice,Biography,"December 25, 2018 (United States)",7.2,Christian Bale,United States,60000000,76073488,Meryl Streep,Emma Stone
Hotel Transylvania 3: Summer Vacation,Animation,"July 13, 2018 (United States)",6.3,Adam Sandler,United States,80000000,528583774,Jennifer Lawrence,Tom Cruise
Mile 22,Action,"August 17, 2018 (United States)",6.1,Mark Wahlberg,United States,50000000,66308758,Colin Firth,Kate Winslet
Peter Rabbit,Animation,"February 9, 2018 (United States)",6.6,James Corden,United States,50000000,351496066,Emily Blunt,Emily Blunt
12 Strong,Action,"January 19, 2018 (United States)",6.6,Chris Hemsworth,United States,35000000,67450815,Jennifer Aniston,Angelina Jolie
The Spy Who Dumped Me,Action,"August 3, 2018 (United States)",6.1,Justin Theroux,Canada,40000000,75339459,Sandra Bullock,George Clooney
Upgrade,Action,"June 1, 2018 (United States)",7.5,Logan Marshall-Green,United States,5000000,16706680,Tom Cruise,Denzel Washington
Mary Queen of Scots,Biography,"December 21, 2018 (United States)",6.3,Saoirse Ronan,United Kingdom,25000000,46712809,Tom Hanks,Emma Stone
Ralph Breaks the Internet,Animation,"November 21, 2018 (United States)",7.0,John C. Reilly,United States,175000000,529323962,Amy Adams,Natalie Portman
Overlord,Action,"November 9, 2018 (United States)",6.6,Jovan Adepo,United States,38000000,41657844,Angelina Jolie,Charlize Theron
Tomb Raider,Action,"March 16, 2018 (United States)",6.3,Alicia Vikander,United Kingdom,94000000,274650803,Brad Pitt,Robert De Niro
The Girl in the Spider's Web,Action,"November 9, 2018 (United States)",6.1,Claire Foy,Germany,43000000,35164920,Johnny Depp,Samuel L. Jackson
Mortal Engines,Action,"December 14, 2018 (United States)",6.1,Hera Hilmar,United States,100000000,83869818,Kate Winslet,George Clooney
Maze Runner: The Death Cure,Action,"January 26, 2018 (United States)",6.3,Dylan O'Brien,United States,62000000,288175335,Meryl Streep,Rachel McAdams
First Man,Biography,"October 12, 2018 (United States)",7.3,Ryan Gosling,United States,59000000,105713218,Daniel Day-Lewis,Tom Cruise
Creed II,Drama,"November 21, 2018 (United States)",7.1,Michael B. Jordan,United States,50000000,214215889,Charlize Theron,Matt Damon
Rampage,Action,"April 13, 2018 (United States)",6.1,Dwayne Johnson,United States,120000000,428028233,Johnny Depp,Jake Gyllenhaal
Mid90s,Comedy,"October 26, 2018 (United States)",7.4,Sunny Suljic,United States,10000000,9303022,Idris Elba,Samuel L. Jackson
Replicas,Drama,"January 11, 2019 (United States)",5.5,Keanu Reeves,United Kingdom,30000000,9330075,Kate Winslet,Lupita Nyong'o
Widows,Crime,"November 16, 2018 (United States)",6.9,Viola Davis,United Kingdom,42000000,75984700,Julia Roberts,Tom Cruise
Searching,Drama,"August 31, 2018 (United States)",7.6,John Cho,United States,880000,75462037,Christian Bale,Helen Mirren
Life Itself,Drama,"September 21, 2018 (United States)",6.9,Oscar Isaac,United States,10000000,7997774,Jennifer Aniston,Michael Fassbender
Blockers,Comedy,"April 6, 2018 (United States)",6.2,Leslie Mann,United States,21000000,94019120,Scarlett Johansson,Cate Blanchett
The Strangers: Prey at Night,Horror,"March 9, 2018 (United States)",5.2,Christina Hendricks,United States,5000000,31039126,Amy Adams,Marion Cotillard
Peppermint,Action,"September 7, 2018 (United States)",6.5,Jennifer Garner,Hong Kong,25000000,53918723,Cate Blanchett,Ryan Gosling
Every Day,Drama,"February 23, 2018 (United States)",6.5,Angourie Rice,Canada,4900000,10421847,Marion Cotillard,Mark Ruffalo
Operation Finale,Biography,"August 29, 2018 (United States)",6.6,Oscar Isaac,United States,24000000,17612099,Nicole Kidman,Will Smith
The Sisters Brothers,Crime,"October 19, 2018 (United States)",7.0,John C. Reilly,France,38000000,13143056,Robert De Niro,Daniel Day-Lewis
I Feel Pretty,Comedy,"April 20, 2018 (United States)",5.5,Amy Schumer,China,32000000,94539426,Emma Stone,Matt Damon
Hotel Artemis,Action,"June 8, 2018 (United States)",6.1,Jodie Foster,United Kingdom,15000000,13313581,Amy Adams,Anne Hathaway
Slender Man,Horror,"August 10, 2018 (United States)",3.2,Joey King,United States,10000000,51738549,Joaquin Phoenix,Helen Mirren
Book Club,Comedy,"May 18, 2018 (United States)",6.1,Diane Keaton,United States,10000000,104438188,Nicole Kidman,Viola Davis
Sorry to Bother You,Comedy,"July 13, 2018 (United States)",6.9,LaKeith Stanfield,United States,3200000,18170707,Robert De Niro,Jennifer Lawrence
Pacific Rim: Uprising,Action,"March 23, 2018 (United States)",5.6,John Boyega,United Kingdom,150000000,290930148,Tilda Swinton,Lupita Nyong'o
Holmes & Watson,Comedy,"December 25, 2018 (United States)",3.8,Will Ferrell,United States,42000000,40466970,Jake Gyllenhaal,Tom Hanks
The Darkest Minds,Action,"August 3, 2018 (United States)",5.7,Amandla Stenberg,United States,34000000,41142379,Amy Adams,Tom Cruise
Truth or Dare,Horror,"April 13, 2018 (United States)",5.2,Lucy Hale,United States,3500000,95330710,Leonardo DiCaprio,Lupita Nyong'o
Alpha,Action,"August 17, 2018 (United States)",6.7,Kodi Smit-McPhee,United States,51000000,98203196,Joaquin Phoenix,Mark Ruffalo
Overboard,Comedy,"May 4, 2018 (United States)",6.0,Eugenio Derbez,United States,12000000,91244913,Amy Adams,Lupita Nyong'o
Arctic,Adventure,"January 31, 2019 (Denmark)",6.8,Mads Mikkelsen,Iceland,2000000,4165776,Benedict Cumberbatch,Daniel Day-Lewis
A Wrinkle in Time,Adventure,"March 9, 2018 (United States)",4.2,Storm Reid,United States,100000000,132675864,Anne Hathaway,Jennifer Aniston
London Fields,Crime,"October 26, 2018 (United States)",4.0,Amber Heard,United Kingdom,8000000,487420,Nicole Kidman,Michael Fassbender
Andhadhun,Crime,"October 5, 2018 (United States)",8.2,Ayushmann Khurrana,India,4500000,62475342,Denzel Washington,Tom Hanks
Life of the Party,Comedy,"May 11, 2018 (United States)",5.6,Melissa McCarthy,United States,30000000,65859911,Daniel Day-Lewis,Emily Blunt
The House with a Clock in Its Walls,Comedy,"September 21, 2018 (United States)",6.1,Jack Black,United States,42000000,131523093,Mark Ruffalo,Viola Davis
Brian Banks,Biography,"August 9, 2019 (United States)",7.2,Aldis Hodge,United States,10000000,4376819,Tom Hanks,Meryl Streep
Gotti,Biography,"June 14, 2018 (Hungary)",4.7,John Travolta,Canada,10000000,6412349,Angelina Jolie,Chris Evans
Christopher Robin,Adventure,"August 3, 2018 (United States)",7.3,Ewan McGregor,United Kingdom,75000000,197744377,Samuel L. Jackson,Julia Roberts
Destroyer,Action,"December 27, 2018 (Israel)",6.2,Nicole Kidman,United States,9000000,5580940,Octavia Spencer,Jennifer Aniston
Insidious: The Last Key,Horror,"January 5, 2018 (United States)",5.7,Lin Shaye,United States,10000000,167885588,Hugh Jackman,Morgan Freeman
Can You Ever Forgive Me?,Biography,"November 2, 2018 (South Africa)",7.1,Melissa McCarthy,United States,10000000,12442161,Christian Bale,Sandra Bullock
Unsane,Drama,"March 23, 2018 (United States)",6.4,Claire Foy,United States,1500000,14293601,Anne Hathaway,Daniel Day-Lewis
Boy Erased,Biography,"November 8, 2018 (Australia)",6.9,Lucas Hedges,Australia,11000000,11853081,Kate Winslet,Meryl Streep
Johnny English Strikes Again,Action,"October 26, 2018 (United States)",6.2,Rowan Atkinson,United Kingdom,25000000,158972499,Christian Bale,Tom Hanks
Skyscraper,Action,"July 13, 2018 (United States)",5.8,Dwayne Johnson,United States,125000000,304868961,Helen Mirren,Jake Gyllenhaal
Forever My Girl,Comedy,"January 19, 2018 (United States)",6.7,Alex Roe,United States,3500000,16376066,Jennifer Lawrence,Helen Mirren
On the Basis of Sex,Biography,"January 11, 2019 (United States)",7.1,Felicity Jones,United States,20000000,38755900,Jake Gyllenhaal,Octavia Spencer
The Catcher Was a Spy,Biography,"June 22, 2018 (United States)",6.2,Paul Rudd,United States,14000000,953953,Anne Hathaway,Emily Blunt
Welcome to Marwen,Biography,"December 21, 2018 (United States)",6.2,Steve Carell,Japan,39000000,13061491,Denzel Washington,Nicole Kidman
Assassination Nation,Action,"September 21, 2018 (United States)",6.0,Odessa Young,United States,7000000,2584988,Joaquin Phoenix,Tom Hanks
Unfriended: Dark Web,Horror,"July 20, 2018 (United States)",6.0,Colin Woodell,United States,1000000,16024987,Tom Cruise,Sandra Bullock
The Nutcracker and the Four Realms,Adventure,"November 2, 2018 (United States)",5.6,Mackenzie Foy,United States,120000000,173961069,Johnny Depp,Scarlett Johansson
The Happytime Murders,Action,"August 24, 2018 (United States)",5.4,Melissa McCarthy,United States,40000000,27506452,Cate Blanchett,Denzel Washington
Tully,Comedy,"May 4, 2018 (United States)",7.0,Charlize Theron,United States,13000000,15636462,Kate Winslet,Meryl Streep
Night School,Comedy,"September 28, 2018 (United States)",5.6,Kevin Hart,United States,29000000,103105878,Leonardo DiCaprio,Marion Cotillard
Smallfoot,Animation,"September 28, 2018 (United States)",6.6,Channing Tatum,United States,80000000,214040103,Johnny Depp,Matt Damon
Hell Fest,Horror,"September 28, 2018 (United States)",5.5,Cynthea Mercado,United States,5500000,18160930,Ryan Gosling,Will Smith
Second Act,Comedy,"December 21, 2018 (United States)",5.8,Jennifer Lopez,United States,16000000,72294066,Reese Witherspoon,Meryl Streep
Uncle Drew,Comedy,"June 29, 2018 (United States)",5.8,Kyrie Irving,United States,19000000,46664414,Viola Davis,Jennifer Aniston
The Possession of Hannah Grace,Horror,"November 30, 2018 (United States)",5.2,Shay Mitchell,United States,7700000,43016528,Tom Hanks,Tom Cruise
If Beale Street Could Talk,Drama,"December 25, 2018 (United States)",7.1,KiKi Layne,United States,12000000,20596567,Scarlett Johansson,Idris Elba
The Grinch,Animation,"November 9, 2018 (United States)",6.3,Benedict Cumberbatch,France,75000000,512492755,Hugh Jackman,Lupita Nyong'o
Winchester,Biography,"February 2, 2018 (United States)",5.5,Helen Mirren,Australia,3500000,44019588,Morgan Freeman,Mark Ruffalo
The 15:17 to Paris,Biography,"February 9, 2018 (United States)",5.3,Alek Skarlatos,United States,30000000,57076286,Amy Adams,Javier Bardem
Action Point,Comedy,"June 1, 2018 (United States)",5.1,Johnny Knoxville,United States,19000000,5103663,Johnny Depp,Jennifer Aniston
Super Troopers 2,Comedy,"April 20, 2018 (United States)",6.1,Jay Chandrasekhar,United States,13500000,31626386,Tilda Swinton,Javier Bardem
The Death & Life of John F. Donovan,Drama,"December 13, 2019 (United States)",6.2,Kit Harington,Canada,35000000,3326364,Tom Hanks,Meryl Streep
Stan & Ollie,Biography,"January 11, 2019 (United Kingdom)",7.2,Steve Coogan,United Kingdom,10000000,24420923,Meryl Streep,George Clooney
SuperFly,Action,"June 13, 2018 (United States)",5.2,Trevor Jackson,United States,16000000,20780685,Emily Blunt,Amy Adams
Early Man,Animation,"February 16, 2018 (United States)",6.1,Eddie Redmayne,France,50000000,54622814,Mark Ruffalo,Scarlett Johansson
I Can Only Imagine,Biography,"March 16, 2018 (United States)",7.3,J. Michael Finley,United States,7000000,86086881,Reese Witherspoon,Emma Stone
Dragon Ball Super: Broly,Animation,"January 16, 2019 (United States)",7.8,Masako Nozawa,Japan,8500000,115757940,Ryan Gosling,Natalie Portman
Kin,Action,"August 31, 2018 (United States)",5.8,Myles Truitt,United States,30000000,10313019,Chris Evans,Jennifer Lawrence
Goosebumps 2: Haunted Halloween,Animation,"October 12, 2018 (United States)",5.6,Wendi McLendon-Covey,United States,35000000,93320380,Benedict Cumberbatch,Morgan Freeman
Nobody's Fool,Comedy,"November 2, 2018 (United States)",4.9,Tiffany Haddish,United States,19000000,33705333,Sandra Bullock,Tilda Swinton
Midsommar,Drama,"July 3, 2019 (United States)",7.1,Florence Pugh,United States,9000000,47967636,Angelina Jolie,Tilda Swinton
Once Upon a Time... In Hollywood,Comedy,"July 26, 2019 (United States)",7.6,Leonardo DiCaprio,United States,90000000,374565754,Hugh Jackman,Denzel Washington
Avengers: Endgame,Action,"April 26, 2019 (United States)",8.4,Robert Downey Jr.,United States,356000000,2797501328,Samuel L. Jackson,Christian Bale
Fighting with My Family,Biography,"February 22, 2019 (United States)",7.1,Dwayne Johnson,United Kingdom,11000000,40811919,Ryan Gosling,Denzel Washington
Little Women,Drama,"December 25, 2019 (United States)",7.8,Saoirse Ronan,United States,40000000,216601214,Robert De Niro,Benedict Cumberbatch
Escape Room,Action,"January 4, 2019 (United States)",6.4,Taylor Russell,United States,9000000,155712077,Daniel Day-Lewis,Viola Davis
Joker,Crime,"October 4, 2019 (United States)",8.4,Joaquin Phoenix,United States,55000000,1074427370,Tom Cruise,Mark Ruffalo
